,Time,WL [El.m],Change [+/-]
0,2017-04-01 00:00,20.94,-
1,2017-04-01 00:10,0.00,-
2,2017-04-01 00:20,0.00,-
3,2017-04-01 00:30,0.00,-
4,2017-04-01 00:40,0.00,-
5,2017-04-01 00:50,0.00,-
6,2017-04-01 01:00,20.94,-
7,2017-04-01 01:10,0.00,-
8,2017-04-01 01:20,0.00,-
9,2017-04-01 01:30,0.00,-
10,2017-04-01 01:40,0.00,-
11,2017-04-01 01:50,0.00,-
12,2017-04-01 02:00,20.94,-
13,2017-04-01 02:10,0.00,-
14,2017-04-01 02:20,0.00,-
15,2017-04-01 02:30,0.00,-
16,2017-04-01 02:40,0.00,-
17,2017-04-01 02:50,0.00,-
18,2017-04-01 03:00,20.94,-
19,2017-04-01 03:10,0.00,-
20,2017-04-01 03:20,0.00,-
21,2017-04-01 03:30,0.00,-
22,2017-04-01 03:40,0.00,-
23,2017-04-01 03:50,0.00,-
24,2017-04-01 04:00,20.94,-
25,2017-04-01 04:10,0.00,-
26,2017-04-01 04:20,0.00,-
27,2017-04-01 04:30,0.00,-
28,2017-04-01 04:40,0.00,-
29,2017-04-01 04:50,0.00,-
30,2017-04-01 05:00,20.94,-
31,2017-04-01 05:10,0.00,-
32,2017-04-01 05:20,0.00,-
33,2017-04-01 05:30,0.00,-
34,2017-04-01 05:40,0.00,-
35,2017-04-01 05:50,0.00,-
36,2017-04-01 06:00,20.94,-
37,2017-04-01 06:10,0.00,-
38,2017-04-01 06:20,0.00,-
39,2017-04-01 06:30,0.00,-
40,2017-04-01 06:40,0.00,-
41,2017-04-01 06:50,0.00,-
42,2017-04-01 07:00,20.94,-
43,2017-04-01 07:10,0.00,-
44,2017-04-01 07:20,0.00,-
45,2017-04-01 07:30,0.00,-
46,2017-04-01 07:40,0.00,-
47,2017-04-01 07:50,0.00,-
48,2017-04-01 08:00,20.94,-
49,2017-04-01 08:10,0.00,-
50,2017-04-01 08:20,0.00,-
51,2017-04-01 08:30,0.00,-
52,2017-04-01 08:40,0.00,-
53,2017-04-01 08:50,0.00,-
54,2017-04-01 09:00,20.94,-
55,2017-04-01 09:10,0.00,-
56,2017-04-01 09:20,0.00,-
57,2017-04-01 09:30,0.00,-
58,2017-04-01 09:40,0.00,-
59,2017-04-01 09:50,0.00,-
60,2017-04-01 10:00,20.94,-
61,2017-04-01 10:10,0.00,-
62,2017-04-01 10:20,0.00,-
63,2017-04-01 10:30,0.00,-
64,2017-04-01 10:40,0.00,-
65,2017-04-01 10:50,0.00,-
66,2017-04-01 11:00,20.94,-
67,2017-04-01 11:10,0.00,-
68,2017-04-01 11:20,0.00,-
69,2017-04-01 11:30,0.00,-
70,2017-04-01 11:40,0.00,-
71,2017-04-01 11:50,0.00,-
72,2017-04-01 12:00,20.94,-
73,2017-04-01 12:10,0.00,-
74,2017-04-01 12:20,0.00,-
75,2017-04-01 12:30,0.00,-
76,2017-04-01 12:40,0.00,-
77,2017-04-01 12:50,0.00,-
78,2017-04-01 13:00,20.94,-
79,2017-04-01 13:10,0.00,-
80,2017-04-01 13:20,0.00,-
81,2017-04-01 13:30,0.00,-
82,2017-04-01 13:40,0.00,-
83,2017-04-01 13:50,0.00,-
84,2017-04-01 14:00,20.94,-
85,2017-04-01 14:10,0.00,-
86,2017-04-01 14:20,0.00,-
87,2017-04-01 14:30,0.00,-
88,2017-04-01 14:40,0.00,-
89,2017-04-01 14:50,0.00,-
90,2017-04-01 15:00,20.94,-
91,2017-04-01 15:10,0.00,-
92,2017-04-01 15:20,0.00,-
93,2017-04-01 15:30,0.00,-
94,2017-04-01 15:40,0.00,-
95,2017-04-01 15:50,0.00,-
96,2017-04-01 16:00,20.94,-
97,2017-04-01 16:10,20.94,-
98,2017-04-01 16:20,20.94,-
99,2017-04-01 16:30,20.94,-
100,2017-04-01 16:40,20.94,-
101,2017-04-01 16:50,20.94,-
102,2017-04-01 17:00,20.94,-
103,2017-04-01 17:10,20.94,-
104,2017-04-01 17:20,20.94,-
105,2017-04-01 17:30,20.94,-
106,2017-04-01 17:40,21.08,-
107,2017-04-01 17:50,21.69,-
108,2017-04-01 18:00,21.73,-
109,2017-04-01 18:10,21.70,-
110,2017-04-01 18:20,21.63,-
111,2017-04-01 18:30,21.55,-
