Date,T(C),Td(C),Tmax(C),Tmin(C),ddd,ffkmh,P seahPa,PTnd,Prec(mm),Nt,Nh,HKm,Viskm,WW,W1,W2
3/30/2016 12:00,29.4,23.4,34.3,-----,ESE,10.8,1014.2,1.5,0.0/6h,4,1,0.6,12,,,
3/30/2016 15:00,28.6,22.3,-----,-----,E,7.2,1014.8,0.6,0.0/3h,4,1,0.6,12,,,
3/30/2016 18:00,27.9,22.3,-----,-----,CAL,0,1013.8,-1,0.0/6h,3,1,0.6,12,,,
3/30/2016 21:00,26.5,23.7,-----,-----,NNW,3.6,1013.5,-0.3,0.0/3h,1,1,0.6,12,,,
3/31/2016 0:00,28,23.6,-----,25.2,WSW,7.2,1014.4,0.9,0.0/24h,4,1,0.6,12,,,
3/31/2016 3:00,29.2,22.6,-----,-----,WSW,7.2,1014.1,-0.3,0.0/3h,6,3,0.6,12,,,
3/31/2016 6:00,31,21.9,-----,-----,ESE,10.8,1012.1,-2,0.0/6h,7,3,0.6,12,,,
3/31/2016 9:00,32.1,22.4,-----,-----,SE,7.2,1011.2,-0.9,0.0/3h,5,2,0.6,12,,,
3/31/2016 12:00,29.4,21.5,33,-----,ESE,7.2,1013.2,2,0.0/6h,5,2,0.6,12,,,
3/31/2016 15:00,28.7,22.6,-----,-----,CAL,0,1013.7,0.5,0.0/3h,6,2,0.6,12,,,
3/31/2016 18:00,28,21.5,-----,-----,WNW,3.6,1012.5,-1.2,0.0/6h,4,2,0.6,12,,,
3/31/2016 21:00,27.1,23.3,-----,-----,SE,3.6,1011.9,-0.6,0.0/3h,3,2,0.6,12,,,
4/1/2016 0:00,28.1,23,-----,26.2,ENE,3.6,1014,2.1,0.0/24h,7,3,0.6,12,,,
4/1/2016 3:00,30.1,23,-----,-----,CAL,0,1014.3,0.3,0.0/3h,4,2,0.6,12,,,
4/1/2016 6:00,32.8,24.2,-----,-----,WNW,7.2,1011.3,-3,0.0/6h,3,3,0.6,12,,,
4/1/2016 9:00,30.3,23.6,-----,-----,E,7.2,1011.3,0,Tr/3h,7,4,0.6,12,,,
4/1/2016 12:00,29.5,23.2,34,-----,ESE,7.2,1012.8,1.5,Tr/6h,6,3,0.6,12,,,
4/1/2016 15:00,29.1,22.3,-----,-----,ESE,10.8,1013.8,1,0.0/3h,4,1,0.6,12,,,
4/1/2016 18:00,27.7,22.2,-----,-----,ESE,7.2,1012.8,-1,0.0/6h,5,2,0.6,10,,,
4/1/2016 21:00,27,23.4,-----,-----,CAL,0,1012.9,0.1,0.0/3h,6,2,0.6,10,,,
4/2/2016 0:00,29,22.6,-----,26.5,ESE,7.2,1014.9,2,Tr/24h,6,3,0.6,12,,,
4/2/2016 3:00,29.6,25,-----,-----,WNW,18,1014.8,-0.1,0.0/3h,7,4,0.6,12,,,
4/2/2016 6:00,30.9,24.4,-----,-----,WNW,10.8,1012.2,-2.6,0.0/6h,6,3,0.6,12,,,
4/2/2016 9:00,33.1,22,-----,-----,ESE,10.8,1011.7,-0.5,0.0/3h,4,1,0.6,12,,,
4/2/2016 12:00,29.7,20.8,34,-----,SE,18,1013.6,1.9,0.0/6h,6,2,0.6,12,,,
4/2/2016 15:00,28.3,21.2,-----,-----,ESE,10.8,1015.1,1.5,0.0/3h,4,2,0.6,12,,,
4/2/2016 18:00,27.6,21.1,-----,-----,ESE,10.8,1013.4,-1.7,0.0/6h,5,2,0.6,12,,,
4/2/2016 21:00,26.8,21,-----,-----,NNE,3.6,1014.1,0.7,0.0/3h,4,2,0.6,10,,,
4/3/2016 0:00,28.7,22.2,-----,26,CAL,0,1016.3,2.2,0.0/24h,6,2,0.6,12,,,
4/3/2016 3:00,30.2,23.8,-----,-----,WNW,7.2,1015.1,-1.2,0.0/3h,6,2,0.6,12,,,
4/3/2016 6:00,33,21.2,-----,-----,ESE,14.4,1011.1,-4,0.0/6h,6,2,0.6,12,,,
4/3/2016 9:00,32,22.8,-----,-----,SE,18,1010.7,-0.4,0.0/3h,5,2,0.6,12,,,
4/3/2016 12:00,29.7,22.5,34.7,-----,ESE,10.8,1012.2,1.5,0.0/6h,4,1,0.6,12,,,
4/3/2016 15:00,28.1,21,-----,-----,SE,10.8,1012.2,0,0.0/3h,4,1,0.6,12,,,
4/3/2016 18:00,27,21.5,-----,-----,CAL,0,1012.9,-0.7,0.0/6h,4,1,0.6,12,,,
4/3/2016 21:00,26.3,21.6,-----,-----,CAL,0,1012.5,-0.4,0.0/3h,3,1,0.6,12,,,
4/4/2016 0:00,28.4,21.5,-----,25.5,SSE,3.6,1013.6,1.1,0.0/24h,6,1,0.6,10,,,
4/4/2016 3:00,32,20.3,-----,-----,SE,10.8,1013,-0.6,0.0/3h,5,3,0.6,12,,,
4/4/2016 6:00,33.2,20.2,-----,-----,SSE,10.8,1010.5,-2.5,0.0/6h,5,3,0.6,12,,,
4/4/2016 9:00,33,20.3,-----,-----,SSE,10.8,1009.9,-0.6,0.0/3h,5,2,0.6,12,,,
4/4/2016 12:00,30.2,21.5,34.9,-----,SE,10.8,1011.5,1.6,0.0/6h,6,2,0.6,12,,,
4/4/2016 15:00,28.9,22.2,-----,-----,SSE,3.6,1012.7,1.2,0.0/3h,3,1,0.6,12,,,
4/4/2016 18:00,28.1,21.2,-----,-----,CAL,0,1011.5,-1.2,0.0/6h,3,1,0.6,12,,,
4/4/2016 21:00,27.1,21.4,-----,-----,N,7.2,1012.1,0.6,0.0/3h,7,3,0.6,12,,,
4/5/2016 0:00,28.3,21.9,-----,25.8,SSW,3.6,1014.3,2.2,0.0/24h,7,3,0.6,12,,,
4/5/2016 3:00,26.4,24.3,-----,-----,SSW,10.8,1015.2,0.9,0.0/3h,7,4,0.6,12,,,
4/5/2016 6:00,32.6,23.8,-----,-----,WSW,10.8,1011.3,-3.9,0.0/6h,6,3,0.6,12,,,
4/5/2016 9:00,32.2,23.3,-----,-----,S,10.8,1010.1,-1.2,0.0/3h,3,3,0.6,12,,,
4/5/2016 12:00,30.2,23.2,33.5,-----,SE,7.2,1011.9,1.8,0.0/6h,4,1,0.6,12,,,
4/5/2016 15:00,29.2,22.6,-----,-----,ESE,14.4,1013.7,1.8,0.0/3h,2,2,0.6,12,,,
4/5/2016 18:00,28.5,23.3,-----,-----,SE,7.2,1012.2,-1.5,0.0/6h,3,1,0.6,10,,,
4/5/2016 21:00,28,23.3,-----,-----,ENE,3.6,1012.4,0.2,0.0/3h,6,2,0.6,10,,,
4/6/2016 0:00,29.2,23.6,-----,27,SE,18,1014.2,1.8,0.0/24h,6,3,0.6,12,,,
4/6/2016 3:00,32.1,22.1,-----,-----,E,18,1014,-0.2,0.0/3h,3,3,0.6,12,,,
4/6/2016 6:00,32.8,24.2,-----,-----,NNW,14.4,1011.2,-2.8,0.0/6h,5,2,0.6,12,,,
4/6/2016 9:00,32.7,23.4,-----,-----,WNW,3.6,1011,-0.2,0.0/3h,5,2,0.6,12,,,
4/6/2016 12:00,30.4,19.9,35,-----,ESE,14.4,1013.3,2.3,0.0/6h,6,3,0.6,12,,,
4/6/2016 15:00,28.8,21.2,-----,-----,E,10.8,1014.3,1,0.0/3h,5,2,0.6,12,,,
4/6/2016 18:00,28.2,21.6,-----,-----,ESE,7.2,1012.8,-1.5,0.0/6h,4,2,0.6,12,,,
4/6/2016 21:00,27.6,21.8,-----,-----,SE,7.2,1012.8,0,0.0/3h,4,2,0.6,10,,,
4/7/2016 0:00,29.9,22.7,-----,26.5,ESE,7.2,1014.9,2.1,0.0/24h,4,1,0.6,12,,,
4/7/2016 3:00,31.8,22.2,-----,-----,SE,18,1014.2,-0.7,0.0/3h,5,2,0.6,12,,,
4/7/2016 6:00,34,21.5,-----,-----,E,10.8,1011.4,-2.8,0.0/6h,5,4,0.6,12,,,
4/7/2016 9:00,33.7,21.7,-----,-----,ESE,14.4,1010.4,-1,0.0/3h,3,1,0.6,12,,,
4/7/2016 12:00,30.7,20.6,35.3,-----,ESE,10.8,1012.8,2.4,0.0/6h,3,1,0.6,12,,,
4/7/2016 15:00,29.2,21.8,-----,-----,E,10.8,1013.9,1.1,0.0/3h,3,1,0.6,12,,,
4/7/2016 18:00,28.5,21.9,-----,-----,ESE,7.2,1011.8,-2.1,0.0/6h,3,1,0.6,12,,,
4/7/2016 21:00,27,21.6,-----,-----,NNE,7.2,1011.6,-0.2,0.0/3h,4,1,0.6,12,,,
4/8/2016 0:00,28.5,22.7,-----,26,SW,7.2,1013.2,1.6,0.0/24h,7,2,0.6,10,,,
4/8/2016 3:00,32.1,22.4,-----,-----,ESE,7.2,1013.1,-0.1,0.0/3h,5,2,0.6,12,,,
4/8/2016 6:00,34.1,20.6,-----,-----,SE,18,1011.1,-2,0.0/6h,4,2,0.6,12,,,
4/8/2016 9:00,33.3,20.8,-----,-----,SE,14.4,1010.1,-1,0.0/3h,4,2,0.6,12,,,
4/8/2016 12:00,30.7,22.6,35.5,-----,ESE,3.6,1011.9,1.8,0.0/6h,7,2,0.6,12,,,
4/8/2016 15:00,30,21.6,-----,-----,SE,7.2,1012.8,0.9,0.0/3h,3,1,0.6,12,,,
4/8/2016 18:00,29,21.7,-----,-----,ESE,3.6,1011.6,-1.2,0.0/6h,4,2,0.6,12,,,
4/8/2016 21:00,28.1,21.5,-----,-----,CAL,0,1011.4,-0.2,0.0/3h,4,2,0.6,12,,,
4/9/2016 0:00,30.3,20.1,-----,26.6,ESE,7.2,1012.9,1.5,0.0/24h,3,2,0.6,12,,,
4/9/2016 6:00,33.2,22.1,-----,-----,SSE,28.8,1009.9,-2.6,0.0/6h,2,2,0.6,12,,,
4/9/2016 9:00,31.9,22.7,-----,-----,SSE,21.6,1009.1,-0.8,0.0/3h,4,1,0.6,12,,,
4/9/2016 12:00,30.1,22.2,35.6,-----,SE,7.2,1011.2,2.1,0.0/6h,4,2,0.6,12,,,
4/9/2016 15:00,28.4,22.4,-----,-----,ESE,10.8,1012.5,1.3,0.0/3h,2,2,0.6,12,,,
4/9/2016 18:00,27.6,21.2,-----,-----,ESE,7.2,1011.8,-0.7,0.0/6h,3,3,0.6,10,,,
4/9/2016 21:00,26.8,20.3,-----,-----,ESE,3.6,1011.9,0.1,0.0/3h,4,1,0.6,10,,,
4/10/2016 0:00,29.1,21.2,-----,26,SSW,7.2,1013.2,1.3,0.0/24h,4,1,0.6,12,,,
4/10/2016 3:00,32.2,21.6,-----,-----,S,14.4,1012.5,-0.7,0.0/3h,2,2,0.6,12,,,
4/10/2016 6:00,34,22.2,-----,-----,SSE,18,1009.4,-3.1,0.0/6h,1,1,0.6,12,,,
4/10/2016 9:00,30.9,26.1,-----,-----,SW,14.4,1008.5,-0.8,0.0/3h,2,2,0.6,12,,,
4/10/2016 12:00,29.4,26.4,35.6,-----,SW,10.8,1010.6,2.1,0.0/6h,2,2,0.6,12,,,
4/10/2016 15:00,29.5,22,-----,-----,SE,7.2,1011.6,1,0.0/3h,3,3,0.6,12,,,
4/10/2016 18:00,28.7,23,-----,-----,SE,7.2,1010.9,-0.7,0.0/6h,4,1,0.6,12,,,
4/10/2016 21:00,27.4,25.2,-----,-----,S,7.2,1010.9,0,0.0/3h,4,2,0.6,10,,,
4/11/2016 0:00,29.5,23.9,-----,26.5,SE,10.8,1012,1.1,0.0/24h,2,2,0.6,12,,,
4/11/2016 3:00,32,21.8,-----,-----,SSW,14.4,1011.4,-0.6,0.0/3h,6,2,0.6,12,,,
4/11/2016 6:00,34.7,21.9,-----,-----,ESE,3.6,1007.5,-3.9,0.0/6h,5,2,0.6,12,,,
4/11/2016 9:00,31.4,26,-----,-----,SSW,14.4,1007.3,-0.2,0.0/3h,5,1,0.6,12,,,
4/11/2016 12:00,29.6,25.2,36.2,-----,SW,14.4,1008.9,1.6,0.0/6h,4,1,0.6,12,,,
4/11/2016 15:00,29.6,23.4,-----,-----,ESE,7.2,1010.9,2,0.0/3h,3,1,0.6,12,,,
4/11/2016 18:00,28.7,25,-----,-----,N,10.8,1010.6,-0.3,0.0/6h,4,1,0.6,12,,,
4/11/2016 21:00,28.2,24.1,-----,-----,SE,3.6,1010.5,-0.1,0.0/3h,4,1,0.6,12,,,
4/12/2016 0:00,29.2,23.6,-----,27,SW,7.2,1010.6,0.1,0.0/24h,5,2,0.6,12,,,
4/12/2016 3:00,31.8,23.5,-----,-----,WSW,10.8,1009.7,-0.9,0.0/3h,4,2,0.6,12,,,
4/12/2016 6:00,35.8,19.6,-----,-----,SSE,10.8,1007.4,-2.3,0.0/6h,4,2,0.6,12,,,
4/12/2016 9:00,32.9,25.5,-----,-----,WSW,14.4,1006.7,-0.7,0.0/3h,4,2,0.6,12,,,
4/12/2016 12:00,29.8,25.9,36.5,-----,SSW,14.4,1008.6,1.9,0.0/6h,6,2,0.6,12,,,
4/12/2016 18:00,29,25.7,-----,-----,SW,7.2,1009.4,-0.5,0.0/6h,6,2,0.6,12,,,
4/12/2016 21:00,28.5,25.2,-----,-----,WSW,3.6,1009.5,0.1,0.0/3h,6,2,0.6,12,,,
4/13/2016 0:00,28.8,25.4,-----,27.4,SSW,7.2,1010.5,1,0.0/24h,6,3,0.6,12,,,
4/13/2016 3:00,31.6,27,-----,-----,WSW,14.4,1010.1,-0.4,0.0/3h,6,3,0.6,12,,,
4/13/2016 6:00,33.3,26.1,-----,-----,WSW,18,1007.7,-2.4,0.0/6h,7,3,0.6,12,,,
4/13/2016 9:00,31.5,26.5,-----,-----,SW,18,1007.4,-0.3,0.0/3h,7,4,0.6,12,,,
4/13/2016 12:00,29.7,27,34.5,-----,SSW,10.8,1009.2,1.8,0.0/6h,6,3,0.6,12,,,
4/13/2016 15:00,29.6,26.1,-----,-----,SSW,7.2,1010.2,1,0.0/3h,7,4,0.6,12,,,
4/13/2016 18:00,28.7,26.4,-----,-----,CAL,0,1009.7,-0.5,0.0/6h,7,4,0.6,12,,,
4/13/2016 21:00,28.5,26.4,-----,-----,SSE,3.6,1010.4,0.7,0.0/3h,6,3,0.6,10,,,
4/14/2016 0:00,29.4,26.7,-----,27.5,SW,7.2,1012.1,1.7,0.0/24h,6,2,0.6,12,,,
4/14/2016 3:00,32.3,26.8,-----,-----,WSW,14.4,1012.7,0.6,0.0/3h,6,3,0.6,12,,,
4/14/2016 6:00,34.5,27.1,-----,-----,W,18,1008.8,-3.9,0.0/6h,4,1,0.6,12,,,
4/14/2016 9:00,32.4,27,-----,-----,SW,14.4,1009.6,0.8,0.0/3h,5,2,0.6,12,,,
4/14/2016 12:00,30.1,28.3,36,-----,SW,14.4,1010.9,1.3,0.0/6h,6,2,0.6,12,,,
4/14/2016 15:00,30,27.8,-----,-----,WSW,7.2,1011.7,0.8,0.0/3h,6,2,0.6,10,,,
4/14/2016 18:00,29.5,28.1,-----,-----,WSW,10.8,1011.1,-0.6,0.0/6h,7,3,0.6,10,,,
4/14/2016 21:00,29.2,27.7,-----,-----,CAL,0,1010.7,-0.4,0.0/3h,7,3,0.6,10,,,
4/15/2016 0:00,29.9,27.7,-----,28,W,7.2,1013,2.3,0.0/24h,7,3,0.6,12,,,
4/15/2016 3:00,32.4,26.6,-----,-----,NW,7.2,1012.2,-0.8,Tr/3h,6,3,0.6,12,,,
4/15/2016 6:00,34.7,26.4,-----,-----,WSW,10.8,1009.5,-2.7,Tr/6h,5,3,0.6,12,,,
4/15/2016 9:00,34.4,25.2,-----,-----,NE,7.2,1008.9,-0.6,0.0/3h,6,4,0.6,12,,,
4/15/2016 12:00,31.9,24.7,36.5,-----,SE,10.8,1010.9,2,0.0/6h,4,1,0.6,12,,,
4/15/2016 15:00,30.8,23.9,-----,-----,ESE,10.8,1011.6,0.7,0.0/3h,3,1,0.6,12,,,
4/15/2016 18:00,29.4,24.2,-----,-----,NNW,7.2,1011.6,0,0.0/6h,3,1,0.6,12,,,
4/15/2016 21:00,28.7,24.2,-----,-----,CAL,0,1011.5,-0.1,0.0/3h,3,1,0.6,12,,,
4/16/2016 0:00,31.2,24,-----,28,ESE,7.2,1012.1,0.6,Tr/24h,3,1,0.6,12,,,
4/16/2016 3:00,33.6,24,-----,-----,ESE,14.4,1011.2,-0.9,0.0/3h,5,3,0.6,12,,,
4/16/2016 6:00,35,22.6,-----,-----,SE,14.4,1009.3,-1.9,0.0/6h,3,2,0.6,12,,,
4/16/2016 9:00,34.4,22.4,-----,-----,SE,10.8,1008.8,-0.5,0.0/3h,5,2,0.6,12,,,
4/16/2016 12:00,31.1,23.9,36.2,-----,SE,10.8,1011.5,2.7,0.0/6h,4,1,0.6,12,,,
4/16/2016 15:00,30.1,24.4,-----,-----,SE,3.6,1012.6,1.1,0.0/3h,4,1,0.6,12,,,
4/16/2016 18:00,29.2,23.6,-----,-----,SE,3.6,1012.2,-0.4,0.0/6h,3,1,0.6,12,,,
4/16/2016 21:00,28.7,22.3,-----,-----,ESE,3.6,1012.2,0,0.0/3h,3,1,0.6,12,,,
4/17/2016 0:00,31,20.5,-----,27.2,ESE,10.8,1012.8,0.6,0.0/24h,4,1,0.6,12,,,
4/17/2016 3:00,34.3,22.1,-----,-----,ESE,18,1011.6,-1.2,0.0/3h,4,1,0.6,12,,,
4/17/2016 6:00,35,24.2,-----,-----,SE,21.6,1008.5,-3.1,0.0/6h,4,2,0.6,12,,,
4/17/2016 9:00,32.9,23,-----,-----,SE,14.4,1008.7,0.2,0.0/3h,4,1,0.6,12,,,
4/17/2016 12:00,30.9,21.8,36.9,-----,ESE,10.8,1011.5,2.8,0.0/6h,1,1,0.6,12,,,
4/17/2016 15:00,29.7,21.2,-----,-----,ESE,14.4,1012,0.5,0.0/3h,1,1,0.6,12,,,
4/17/2016 18:00,28.7,21.1,-----,-----,ESE,7.2,1011.5,-0.5,0.0/6h,4,1,0.6,12,,,
4/17/2016 21:00,27.8,21.2,-----,-----,E,7.2,1011.5,0,0.0/3h,4,1,0.6,12,,,
4/18/2016 0:00,29.7,22,-----,27.1,SW,7.2,1013.5,2,0.0/24h,4,1,0.6,12,,,
4/18/2016 3:00,32,21.6,-----,-----,WNW,10.8,1013.9,0.4,0.0/3h,5,1,0.6,12,,,
4/18/2016 6:00,34.1,24.6,-----,-----,WNW,10.8,1011.2,-2.7,0.0/6h,5,3,0.6,12,,,
4/18/2016 9:00,33.4,23.6,-----,-----,SSE,21.6,1010.5,-0.7,0.0/3h,6,3,0.6,12,,,
4/18/2016 12:00,30.9,24.7,35.2,-----,ESE,10.8,1012.4,1.9,0.0/6h,4,1,0.6,12,,,
4/18/2016 15:00,30.4,22.7,-----,-----,ESE,10.8,1013.8,1.4,0.0/3h,4,2,0.6,12,,,
4/18/2016 18:00,29.6,21.6,-----,-----,E,3.6,1012.3,-1,0.0/6h,3,3,0.6,12,,,
4/18/2016 21:00,29,22.2,-----,-----,CAL,0,1012.7,0.4,0.0/3h,3,3,0.6,10,,,
4/19/2016 0:00,30.2,23.8,-----,27.8,SE,14.4,1014.6,1.9,0.0/24h,4,1,0.6,12,,,
4/19/2016 3:00,33.7,21.7,-----,-----,E,21.6,1013.4,-1.2,0.0/3h,6,4,0.6,12,,,
4/19/2016 6:00,34.2,23.6,-----,-----,SE,10.8,1010.9,-2.5,0.0/6h,6,4,0.6,12,,,
4/19/2016 9:00,33.2,22.6,-----,-----,NE,18,1011.3,0.4,0.0/3h,5,2,0.6,12,,,
4/19/2016 12:00,30.4,22.4,36.3,-----,ESE,7.2,1012.8,1.5,0.0/6h,3,1,0.6,12,,,
4/19/2016 15:00,29.8,24,-----,-----,E,7.2,1013.6,0.8,0.0/3h,1,1,0.6,12,,,
4/19/2016 18:00,29,23.8,-----,-----,CAL,0,1012,-1.6,0.0/6h,5,1,0.6,12,,,
4/19/2016 21:00,28.7,23.5,-----,-----,CAL,0,1012,0,0.0/3h,3,1,0.6,12,,,
4/20/2016 0:00,30.3,23.8,-----,27.7,ENE,7.2,1013.2,1.2,0.0/24h,4,2,0.6,12,,,
4/20/2016 3:00,33.1,21.6,-----,-----,ENE,14.4,1012.5,-0.7,0.0/3h,5,3,0.6,12,,,
4/20/2016 6:00,34.4,21.2,-----,-----,ESE,18,1010.5,-2,0.0/6h,5,3,0.6,12,,,
4/20/2016 9:00,33.5,20.1,-----,-----,SE,14.4,1010.1,-0.4,0.0/3h,4,2,0.6,12,,,
4/20/2016 12:00,31.3,20.5,35.8,-----,E,14.4,1012.1,2,0.0/6h,3,1,0.6,12,,,
4/20/2016 15:00,29.9,21.5,-----,-----,ENE,7.2,1013.4,1.3,0.0/3h,2,1,0.6,12,,,
4/20/2016 18:00,29.2,21.3,-----,-----,ESE,7.2,1012.6,-0.8,0.0/6h,3,1,0.6,12,,,
4/20/2016 21:00,28.1,21.2,-----,-----,ENE,7.2,1012.4,-0.2,0.0/3h,3,1,0.6,12,,,
4/21/2016 0:00,30.7,21.1,-----,26.8,E,7.2,1013.1,0.7,0.0/24h,4,1,0.6,12,,,
4/21/2016 3:00,31.9,23.9,-----,-----,W,7.2,1012.7,-0.4,0.0/3h,5,2,0.6,12,,,
4/21/2016 6:00,34.8,22.8,-----,-----,SE,25.2,1010.2,-2.5,0.0/6h,4,1,0.6,12,,,
4/21/2016 9:00,34.6,21.2,-----,-----,ESE,14.4,1009.5,-0.7,0.0/3h,4,1,0.6,12,,,
4/21/2016 12:00,31,22.3,36.3,-----,ESE,14.4,1011.3,1.8,0.0/6h,3,1,0.6,12,,,
4/21/2016 15:00,29.7,22.6,-----,-----,ESE,7.2,1012.1,0.8,0.0/3h,2,2,0.6,12,,,
4/21/2016 18:00,29,22.5,-----,-----,E,7.2,1010.9,-1.2,0.0/6h,2,2,0.6,12,,,
4/21/2016 21:00,28.2,22.8,-----,-----,CAL,0,1010.8,-0.1,0.0/3h,1,1,0.6,12,,,
4/22/2016 0:00,30,22.4,-----,27,CAL,0,1012,2.2,0.0/24h,3,3,0.6,12,,,
4/22/2016 3:00,31.1,24.2,-----,-----,W,14.4,1011.7,-0.3,0.0/3h,6,3,0.6,12,,,
4/22/2016 6:00,34.4,22.2,-----,-----,S,21.6,1008.9,-2.8,0.0/6h,4,1,0.6,12,,,
4/22/2016 9:00,33.7,23,-----,-----,SE,21.6,1008.9,-1.2,0.0/3h,4,2,0.6,12,,,
4/22/2016 12:00,30.9,23.2,35.2,-----,SE,7.2,1010.1,2.4,0.0/6h,4,1,0.6,12,,,
4/22/2016 15:00,29.4,23.8,-----,-----,SSE,7.2,1011.2,1.1,0.0/3h,1,1,0.6,12,,,
4/22/2016 18:00,28.5,22.7,-----,-----,CAL,0,1010.3,0.9,0.0/6h,4,1,0.6,10,,,
4/22/2016 21:00,28.1,21.8,-----,-----,CAL,0,1010,-0.3,0.0/3h,4,1,0.6,10,,,
4/23/2016 0:00,29.9,22,-----,27,SW,7.2,1011.7,1.7,0.0/24h,4,1,0.6,12,,,
4/23/2016 3:00,30.2,23.5,-----,-----,W,10.8,1011.4,-0.3,0.0/3h,5,4,0.6,12,,,
4/23/2016 6:00,34.4,19.4,-----,-----,S,18,1007.9,-3.5,0.0/6h,3,2,0.6,12,,,
4/23/2016 9:00,34.1,19.4,-----,-----,SE,14.4,1007.4,-0.5,0.0/3h,2,2,0.6,12,,,
4/23/2016 12:00,31.6,23,36.2,-----,SE,7.2,1009.4,2,0.0/6h,1,1,0.6,12,,,
4/23/2016 15:00,29.4,23.5,-----,-----,SE,7.2,1010.8,1.4,0.0/3h,1,1,0.6,12,,,
4/23/2016 18:00,28.6,22.9,-----,-----,SE,3.6,1009.8,-1,0.0/6h,1,1,0.6,12,,,
4/23/2016 21:00,27.8,21.9,-----,-----,CAL,0,1009.5,-0.3,0.0/3h,3,1,0.6,12,,,
4/24/2016 0:00,29.4,23.5,-----,26.5,S,7.2,1011.3,1.8,0.0/24h,3,1,0.6,12,,,
4/24/2016 3:00,30.7,23.3,-----,-----,WSW,10.8,1010.2,-1.1,0.0/3h,3,1,0.6,12,,,
4/24/2016 6:00,34.4,20.3,-----,-----,SSE,14.4,1008.3,-1.9,0.0/6h,2,2,0.6,12,,,
4/24/2016 9:00,34.3,19.5,-----,-----,SSE,10.8,1007.5,-0.8,0.0/3h,4,2,0.6,12,,,
4/24/2016 12:00,31.2,22.6,35.8,-----,SE,10.8,1009.2,1.7,0.0/6h,3,1,0.6,12,,,
4/24/2016 15:00,29.8,23.4,-----,-----,SSE,7.2,1011.1,1.9,0.0/3h,3,1,0.6,12,,,
4/24/2016 18:00,28.9,23.6,-----,-----,S,3.6,1010.4,-0.7,0.0/6h,5,2,0.6,12,,,
4/24/2016 21:00,28.4,23,-----,-----,SE,3.6,1010.3,-0.1,0.0/3h,6,2,0.6,12,,,
4/25/2016 0:00,30.3,23.2,-----,27.4,SSW,7.2,1011.5,1.2,0.0/24h,4,1,0.6,12,,,
4/25/2016 3:00,32,24,-----,-----,NW,14.4,1011.6,0.1,0.0/3h,5,2,0.6,12,,,
4/25/2016 6:00,34.2,23.4,-----,-----,S,21.6,1009.5,-2.1,0.0/6h,5,2,0.6,12,,,
4/25/2016 9:00,32.8,23.8,-----,-----,SSE,21.6,1008.8,-0.7,0.0/3h,2,2,0.6,12,,,
4/25/2016 12:00,30.9,23.7,35.4,-----,SSE,14.4,1010.6,1.8,0.0/6h,1,1,0.6,12,,,
4/25/2016 15:00,30.4,22.2,-----,-----,NE,7.2,1012,1.4,0.0/3h,1,1,0.6,12,,,
4/25/2016 18:00,29,24.9,-----,-----,SW,7.2,1011,-1,0.0/6h,6,3,0.6,12,,,
4/25/2016 21:00,28,24.3,-----,-----,SW,7.2,1011.1,0.1,0.0/3h,5,3,0.6,12,,,
4/26/2016 0:00,30.5,21.7,-----,27,E,7.2,1011.8,0.7,0.0/24h,2,2,0.6,12,,,
4/26/2016 3:00,33,23.3,-----,-----,W,14.4,1010.7,-1.1,0.0/3h,2,2,0.6,12,,,
4/26/2016 6:00,33.3,23.2,-----,-----,SSE,28.8,1008.1,-2.6,0.0/6h,5,2,0.6,12,,,
4/26/2016 9:00,32.4,23.7,-----,-----,SSE,14.4,1007.4,-0.7,0.0/3h,5,2,0.6,12,,,
4/26/2016 12:00,31.3,17.6,35.2,-----,ESE,10.8,1008.9,1.5,0.0/6h,1,1,0.6,12,,,
4/26/2016 15:00,29.4,20.4,-----,-----,ESE,10.8,1009.7,0.8,0.0/3h,1,1,0.6,12,,,
4/26/2016 18:00,28.4,20.9,-----,-----,CAL,0,1009.6,0.1,0.0/6h,3,1,0.6,12,,,
4/26/2016 21:00,27.9,20.3,-----,-----,CAL,0,1008.9,-0.2,0.0/3h,3,1,0.6,12,,,
4/27/2016 0:00,29.9,22,-----,26.6,CAL,0,1010.2,1.3,0.0/24h,4,1,0.6,12,,,
4/27/2016 3:00,31.7,22.9,-----,-----,NW,14.4,1009.7,-0.5,0.0/3h,6,2,0.6,12,,,
4/27/2016 6:00,34.3,22.1,-----,-----,W,14.4,1006.7,-3,0.0/6h,6,2,0.6,12,,,
4/27/2016 9:00,32.8,26.2,-----,-----,SW,14.4,1006.8,0.1,0.0/3h,6,2,0.6,12,,,
4/27/2016 12:00,30.7,24.1,35.6,-----,SSW,14.4,1008.1,1.3,0.0/6h,5,1,0.6,12,,,
4/27/2016 15:00,29.6,26.6,-----,-----,S,10.8,1009.3,1.2,0.0/3h,6,1,0.6,12,,,
4/27/2016 18:00,28.6,26.7,-----,-----,SW,3.6,1008.7,-0.6,0.5/6h,8,1,0.6,10,,,
4/27/2016 21:00,28.1,26,-----,-----,CAL,0,1009,0.3,0.0/3h,4,1,0.6,10,,,
4/28/2016 0:00,29.2,25.6,-----,26.4,N,10.8,1010.3,1.3,0.5/24h,6,4,0.6,12,,,
4/28/2016 3:00,31.6,25.3,-----,-----,WSW,10.8,1009.4,-0.9,0.0/3h,7,2,0.6,12,,,
