Date,Caption,Subcaption
9/30/2016 6:00,Present weather reported from a manned weather station,Haze
9/30/2016 9:00,Present weather reported from a manned weather station,Haze
9/30/2016 12:00,Present weather reported from a manned weather station,Haze
9/30/2016 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
9/30/2016 18:00,No WW data. Ogimet extension,Broken. Night. At 09/30/2016 18:00 UTC 
9/30/2016 21:00,No WW data. Ogimet extension,Broken. Night. At 09/30/2016 21:00 UTC 
10/1/2016 0:00,Present weather reported from a manned weather station,Haze
10/1/2016 3:00,Present weather reported from a manned weather station,Haze
10/1/2016 6:00,Present weather reported from a manned weather station,Haze
10/1/2016 9:00,Present weather reported from a manned weather station,Haze
10/1/2016 12:00,Present weather reported from a manned weather station,Haze
10/1/2016 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
10/1/2016 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
10/1/2016 21:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
10/2/2016 0:00,Present weather reported from a manned weather station,Haze
10/2/2016 3:00,Present weather reported from a manned weather station,Haze
10/2/2016 6:00,Present weather reported from a manned weather station,Haze
10/2/2016 9:00,Present weather reported from a manned weather station,Haze
10/2/2016 12:00,Present weather reported from a manned weather station,Haze
10/2/2016 15:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
10/2/2016 18:00,No WW data. Ogimet extension,Broken. Night. At 10/02/2016 18:00 UTC 
10/2/2016 21:00,No WW data. Ogimet extension,Broken. Night. At 10/02/2016 21:00 UTC 
10/3/2016 0:00,Present weather reported from a manned weather station,Haze
10/3/2016 3:00,Present weather reported from a manned weather station,Haze
10/3/2016 6:00,Present weather reported from a manned weather station,Haze
10/3/2016 9:00,Present weather reported from a manned weather station,Haze
10/3/2016 12:00,Present weather reported from a manned weather station,Haze
10/3/2016 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
10/3/2016 18:00,No WW data. Ogimet extension,Cumulonimbus. Night. At 10/03/2016 18:00 UTC 
10/3/2016 21:00,No WW data. Ogimet extension,Broken. Night. At 10/03/2016 21:00 UTC 
10/4/2016 0:00,Present weather reported from a manned weather station,Haze
10/4/2016 3:00,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, slight at time of observation"
10/4/2016 6:00,Present weather reported from a manned weather station,Haze
10/4/2016 9:00,Present weather reported from a manned weather station,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation
10/4/2016 12:00,Present weather reported from a manned weather station,Haze
10/4/2016 15:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, slight at time of observation"
10/4/2016 18:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
10/4/2016 21:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
10/5/2016 0:00,Present weather reported from a manned weather station,Haze
10/5/2016 3:00,Present weather reported from a manned weather station,Haze
10/5/2016 6:00,Present weather reported from a manned weather station,Haze
10/5/2016 9:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
10/5/2016 12:00,Present weather reported from a manned weather station,Haze
10/5/2016 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
10/5/2016 18:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
10/5/2016 21:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
10/6/2016 0:00,Present weather reported from a manned weather station,Haze
10/6/2016 3:00,Present weather reported from a manned weather station,Haze
10/6/2016 6:00,Present weather reported from a manned weather station,Haze
10/6/2016 9:00,Present weather reported from a manned weather station,"Rain shower(s), slight"
10/6/2016 12:00,Present weather reported from a manned weather station,"Rain, not freezing, continuous, slight at time of observation"
10/6/2016 15:00,Present weather reported from a manned weather station,"Rain, not freezing, intermittent, slight at time of observation"
10/6/2016 18:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
10/6/2016 21:00,No WW data. Ogimet extension,Overcast. Night. At 10/06/2016 21:00 UTC 
10/7/2016 0:00,Present weather reported from a manned weather station,Haze
10/7/2016 3:00,Present weather reported from a manned weather station,Haze
10/7/2016 6:00,Present weather reported from a manned weather station,Haze
10/7/2016 9:00,Present weather reported from a manned weather station,Haze
10/7/2016 12:00,Present weather reported from a manned weather station,Haze
10/7/2016 15:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
10/7/2016 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
10/7/2016 21:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
10/8/2016 0:00,Present weather reported from a manned weather station,Rain (not freezing) at the station during the preceding hour but no at the time of observation. Not falling as shower(s)
10/8/2016 3:00,Present weather reported from a manned weather station,Haze
10/8/2016 6:00,Present weather reported from a manned weather station,Haze
10/8/2016 9:00,Present weather reported from a manned weather station,Haze
10/8/2016 12:00,Present weather reported from a manned weather station,Shower(s) of rain at the station during the preceding hour but no at the time of observation
10/8/2016 15:00,Present weather reported from a manned weather station,Clouds generally forming or developing. No meteors except photometeors
10/8/2016 18:00,Present weather reported from a manned weather station,State of sky on the whole unchanged. No meteors except photometeors
10/8/2016 21:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
10/9/2016 0:00,Present weather reported from a manned weather station,Haze
10/9/2016 3:00,Present weather reported from a manned weather station,Haze
10/9/2016 6:00,Present weather reported from a manned weather station,Haze
10/9/2016 9:00,Present weather reported from a manned weather station,Haze
10/9/2016 12:00,Present weather reported from a manned weather station,Haze
10/9/2016 15:00,Present weather reported from a manned weather station,Clouds generally dissolving or becoming less developed. No meteors except photometeors
